0,1,2,3,4,5,6,7,8
MRSA R to linezolid,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
MRSA R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CA-MRSA,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecalis R to vancomycin,OK,0,34,0,0,8.4,SSI,2013
E. faecalis R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CNS (R+I) to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CNS R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Enterobacter spp. R to carbapenems,OK,0,22,0,0,12.7,SSI,2013
Enterobacter spp. R to ES cephalosporins,OK,4,23,17.4,5.7,36.8,SSI,2013
Enterobacter spp. MDR,OK,0,23,0,0,12.2,SSI,2013
E.coli R to carbapenems,OK,0,45,0,0,6.4,SSI,2013
E.coli R to ES cephalosporins,OK,4,31,12.9,4.2,28.2,SSI,2013
E.coli R to fluoroquinolones,OK,19,48,39.6,26.5,53.8,SSI,2013
E.coli MDR,OK,3,47,6.4,1.6,16.3,SSI,2013
Klebsiella spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Klebsiella spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
Klebsiella spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
CRE,OK,0,81,0,0,3.6,SSI,2013
P. aeruginosa (R+I) to carbapenems,OK,2,20,10,1.7,29.2,SSI,2013
P. aeruginosa R to aminoglycosides,OK,1,23,4.3,0.2,19.6,SSI,2013
P. aeruginosa R to ES cephalosporins,OK,0,23,0,0,12.2,SSI,2013
P. aeruginosa R to fluroquinolones,OK,3,23,13,3.4,31.5,SSI,2013
P. aeruginosa R to pip/tazobactam,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2013
P. aeruginosa MDR,OK,1,23,4.3,0.2,19.6,SSI,2013
Acinetobacter spp. (R+I) to carbapenems,OK,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
Acinetobacter spp. MDR,OK,None Tested,(0),Not defined,Not defined,Not defined,SSI,2013
MRSA,OK,39,71,54.9,43.2,66.1,SSI,2014
MRSA I to vancomycin,OK,0,38,0,0,7.5,SSI,2014
MRSA R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA R to linezolid,OK,0,24,0,0,11.7,SSI,2014
MRSA R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CA-MRSA,OK,8,29,27.6,13.7,45.7,SSI,2014
E. faecalis R to vancomycin,OK,1,31,3.2,0.1,14.8,SSI,2014
E. faecalis R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
CNS (R+I) to vancomycin,OK,1,20,5,0.2,22.2,SSI,2014
CNS R to vancomycin,OK,1,20,5,0.2,22.2,SSI,2014
Enterobacter spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Enterobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
E.coli R to carbapenems,OK,0,64,0,0,4.5,SSI,2014
E.coli R to ES cephalosporins,OK,10,42,23.8,12.7,38.3,SSI,2014
E.coli R to fluoroquinolones,OK,28,80,35,25.1,45.9,SSI,2014
E.coli MDR,OK,8,74,10.8,5.1,19.4,SSI,2014
Klebsiella spp. R to carbapenems,OK,0,20,0,0,13.9,SSI,2014
Klebsiella spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Klebsiella spp. MDR,OK,0,22,0,0,12.7,SSI,2014
CRE,OK,0,97,0,0,3,SSI,2014
P. aeruginosa (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to aminoglycosides,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
P. aeruginosa R to fluroquinolones,OK,2,20,10,1.7,29.2,SSI,2014
P. aeruginosa R to pip/tazobactam,OK,0,20,0,0,13.9,SSI,2014
P. aeruginosa MDR,OK,0,20,0,0,13.9,SSI,2014
Acinetobacter spp. (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
Acinetobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,SSI,2014
MRSA,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
MRSA I to vancomycin,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R* to daptomycin,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R to linezolid,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA R to fluoroquinolones,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
CA-MRSA,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E. faecalis R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecalis R* to daptomycin,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CNS (R+I) to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CNS R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Enterobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli R to carbapenems,OK,0,22,0,0,12.7,CAUTI,2011
E.coli R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
E.coli R to fluoroquinolones,OK,10,28,35.7,19.7,54.4,CAUTI,2011
E.coli MDR,OK,0,24,0,0,11.7,CAUTI,2011
Klebsiella spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Klebsiella spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Klebsiella spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
CRE,OK,1,36,2.8,0.1,12.9,CAUTI,2011
P. aeruginosa (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to aminoglycosides,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to fluroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa R to pip/tazobactam,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
P. aeruginosa MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2011
Acinetobacter spp. (R+I) to carbapenems,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
Acinetobacter spp. MDR,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2011
MRSA,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA I to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA R* to daptomycin,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
MRSA R to linezolid,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CA-MRSA,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
E. faecalis R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E. faecalis R* to daptomycin,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2012
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CNS (R+I) to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
CNS R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Enterobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
E.coli R to carbapenems,OK,0,83,0,0,3.5,CAUTI,2012
E.coli R to ES cephalosporins,OK,9,77,11.7,5.8,20.3,CAUTI,2012
E.coli R to fluoroquinolones,OK,30,93,32.3,23.3,42.2,CAUTI,2012
E.coli MDR,OK,5,88,5.7,2.1,12.1,CAUTI,2012
Klebsiella spp. R to carbapenems,OK,1,21,4.8,0.2,21.3,CAUTI,2012
Klebsiella spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Klebsiella spp. MDR,OK,1,22,4.5,0.2,20.4,CAUTI,2012
CRE,OK,1,114,0.9,0,4.2,CAUTI,2012
P. aeruginosa (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
P. aeruginosa R to aminoglycosides,OK,1,22,4.5,0.2,20.4,CAUTI,2012
P. aeruginosa R to ES cephalosporins,OK,1,23,4.3,0.2,19.6,CAUTI,2012
P. aeruginosa R to fluroquinolones,OK,3,23,13,3.4,31.5,CAUTI,2012
P. aeruginosa R to pip/tazobactam,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
P. aeruginosa MDR,OK,1,22,4.5,0.2,20.4,CAUTI,2012
Acinetobacter spp. (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
Acinetobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2012
MRSA,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA I to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA R* to daptomycin,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA R to linezolid,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
MRSA R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CA-MRSA,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2013
E. faecalis R to vancomycin,OK,2,27,7.4,1.2,22.3,CAUTI,2013
E. faecalis R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CNS (R+I) to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
CNS R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Enterobacter spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Enterobacter spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Enterobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
E.coli R to carbapenems,OK,0,74,0,0,3.9,CAUTI,2013
E.coli R to ES cephalosporins,OK,6,74,8.1,3.3,16,CAUTI,2013
E.coli R to fluoroquinolones,OK,34,104,32.7,24.2,42.1,CAUTI,2013
E.coli MDR,OK,2,91,2.2,0.3,7,CAUTI,2013
Klebsiella spp. R to carbapenems,OK,0,35,0,0,8.2,CAUTI,2013
Klebsiella spp. R to ES cephalosporins,OK,3,33,9.1,2.3,22.7,CAUTI,2013
Klebsiella spp. MDR,OK,3,37,8.1,2.1,20.5,CAUTI,2013
CRE,OK,0,120,0,0,2.4,CAUTI,2013
P. aeruginosa (R+I) to carbapenems,OK,5,35,14.3,5.4,28.8,CAUTI,2013
P. aeruginosa R to aminoglycosides,OK,4,40,10,3.2,22.3,CAUTI,2013
P. aeruginosa R to ES cephalosporins,OK,3,40,7.5,1.9,19,CAUTI,2013
P. aeruginosa R to fluroquinolones,OK,8,41,19.5,9.4,33.7,CAUTI,2013
P. aeruginosa R to pip/tazobactam,OK,1,31,3.2,0.1,14.8,CAUTI,2013
P. aeruginosa MDR,OK,5,40,12.5,4.7,25.5,CAUTI,2013
Acinetobacter spp. (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
Acinetobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2013
MRSA,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA I to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R to linezolid,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CA-MRSA,OK,None Tested,(0),Not defined,Not defined,Not defined,CAUTI,2014
E. faecalis R to vancomycin,OK,5,33,15.2,5.7,30.4,CAUTI,2014
E. faecalis R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CNS (R+I) to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
CNS R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Enterobacter spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Enterobacter spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Enterobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
E.coli R to carbapenems,OK,0,106,0,0,2.7,CAUTI,2014
E.coli R to ES cephalosporins,OK,15,99,15.2,9,23.2,CAUTI,2014
E.coli R to fluoroquinolones,OK,55,134,41,32.9,49.5,CAUTI,2014
E.coli MDR,OK,12,124,9.7,5.3,15.8,CAUTI,2014
Klebsiella spp. R to carbapenems,OK,0,41,0,0,7,CAUTI,2014
Klebsiella spp. R to ES cephalosporins,OK,8,40,20,9.7,34.4,CAUTI,2014
Klebsiella spp. MDR,OK,3,44,6.8,1.7,17.4,CAUTI,2014
CRE,OK,0,159,0,0,1.8,CAUTI,2014
P. aeruginosa (R+I) to carbapenems,OK,6,50,12,5,23.2,CAUTI,2014
P. aeruginosa R to aminoglycosides,OK,1,57,1.8,0,8.3,CAUTI,2014
P. aeruginosa R to ES cephalosporins,OK,5,56,8.9,3.3,18.6,CAUTI,2014
P. aeruginosa R to fluroquinolones,OK,9,58,15.5,7.8,26.5,CAUTI,2014
P. aeruginosa R to pip/tazobactam,OK,3,44,6.8,1.7,17.4,CAUTI,2014
P. aeruginosa MDR,OK,2,56,3.6,0.6,11.3,CAUTI,2014
Acinetobacter spp. (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
Acinetobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CAUTI,2014
MRSA,OK,25,44,56.8,41.9,70.7,CLABSI,2011
MRSA I to vancomycin,OK,1,25,4,0.1,18.1,CLABSI,2011
MRSA R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to linezolid,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CA-MRSA,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecalis R* to daptomycin,OK,None Tested,(0),Not defined,Not defined,Not defined,CLABSI,2011
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CNS (R+I) to vancomycin,OK,0,54,0,0,5.3,CLABSI,2011
CNS R to vancomycin,OK,0,54,0,0,5.3,CLABSI,2011
Enterobacter spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Enterobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
E.coli MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Klebsiella spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
CRE,OK,0,24,0,0,11.7,CLABSI,2011
P. aeruginosa (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to aminoglycosides,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to fluroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa R to pip/tazobactam,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
P. aeruginosa MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
Acinetobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2011
MRSA,OK,16,36,44.4,28.9,60.7,CLABSI,2012
MRSA I to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to linezolid,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CA-MRSA,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecalis R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CNS (R+I) to vancomycin,OK,1,56,1.8,0,8.4,CLABSI,2012
CNS R to vancomycin,OK,1,56,1.8,0,8.4,CLABSI,2012
Enterobacter spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Enterobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
E.coli MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Klebsiella spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
CRE,OK,1,34,2.9,0.1,13.6,CLABSI,2012
P. aeruginosa (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to aminoglycosides,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to fluroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa R to pip/tazobactam,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
P. aeruginosa MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Acinetobacter spp. (R+I) to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
Acinetobacter spp. MDR,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2012
MRSA,OK,24,42,57.1,41.9,71.3,CLABSI,2013
MRSA I to vancomycin,OK,0,22,0,0,12.7,CLABSI,2013
MRSA R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA R to linezolid,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
MRSA R to fluoroquinolones,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CA-MRSA,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecalis R to vancomycin,OK,1,20,5,0.2,22.2,CLABSI,2013
E. faecalis R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecium R to vancomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
E. faecium R* to daptomycin,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
CNS (R+I) to vancomycin,OK,0,37,0,0,7.7,CLABSI,2013
CNS R to vancomycin,OK,0,37,0,0,7.7,CLABSI,2013
Enterobacter spp. R to carbapenems,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
Enterobacter spp. R to ES cephalosporins,OK,Insufficient Data,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,CLABSI,2013
